frame,emotion
2339,fear
2340,fear
2341,fear
2342,fear
2343,fear
2344,fear
2345,fear
2346,happy
2347,happy
2348,happy
2349,happy
2350,happy
2351,happy
2352,fear
2353,fear
2354,neutral
2355,neutral
2356,neutral
2357,fear
2358,fear
2359,fear
2360,fear
2361,fear
2362,fear
2363,fear
2364,fear
2365,fear
2366,fear
2367,fear
2368,fear
2369,neutral
2370,fear
2371,fear
2372,neutral
2373,fear
2374,neutral
2375,surprise
2376,surprise
2377,fear
2378,fear
2379,neutral
2380,happy
2381,happy
2382,happy
2383,happy
2384,happy
2385,neutral
2386,neutral
2387,neutral
2388,neutral
2389,neutral
2390,neutral
2391,fear
2392,fear
2393,fear
2394,fear
2395,fear
2396,fear
2397,fear
2398,fear
2399,fear
2400,fear
2401,sad
2402,sad
2403,sad
2404,sad
2405,sad
2406,sad
2407,sad
2408,fear
2409,fear
2410,fear
2411,fear
2412,fear
2413,fear
2414,fear
2415,fear
2416,fear
2417,fear
2418,fear
2419,fear
2420,fear
2421,fear
2422,fear
2423,fear
2424,fear
2425,fear
2426,fear
2427,fear
2428,fear
2429,fear
2430,fear
2431,neutral
2432,neutral
2433,neutral
2434,neutral
2435,neutral
2436,neutral
2437,neutral
2438,neutral
2439,neutral
2440,neutral
2441,neutral
2442,neutral
2443,neutral
2444,neutral
2445,neutral
2446,neutral
2447,neutral
2448,neutral
2449,neutral
2450,fear
2451,neutral
2452,neutral
2453,neutral
2454,neutral
2455,neutral
2456,neutral
2457,fear
2458,fear
2459,fear
2460,fear
2461,fear
2462,fear
2463,fear
2464,fear
2465,neutral
2466,neutral
2467,neutral
2468,neutral
2469,neutral
2470,neutral
2471,neutral
2472,neutral
2473,neutral
2474,neutral
2475,neutral
2476,neutral
2477,neutral
2478,neutral
2479,neutral
2480,neutral
2481,fear
2482,fear
2483,fear
2484,fear
2485,fear
2486,fear
2487,fear
2488,fear
2489,fear
2490,fear
2491,fear
2492,fear
2493,fear
2494,fear
2495,fear
2496,fear
2497,fear
2498,fear
2499,fear
2500,fear
2501,fear
2502,fear
2503,fear
2504,fear
2505,fear
2506,fear
2507,fear
2508,fear
2509,surprise
2510,fear
2511,fear
2512,fear
2513,fear
2514,fear
2515,fear
2516,fear
2517,neutral
2518,neutral
2519,neutral
2520,neutral
2521,fear
2522,fear
2523,fear
2524,fear
2525,fear
2526,fear
2527,neutral
2528,neutral
2529,neutral
2530,fear
2531,fear
2532,fear
2533,fear
2534,fear
2535,fear
2536,fear
2537,fear
2538,fear
2539,fear
2540,fear
2541,fear
2542,fear
2543,fear
2544,fear
2545,fear
2546,fear
2547,fear
2548,fear
2549,neutral
2550,neutral
2551,fear
2552,fear
2553,fear
2554,fear
2555,fear
2556,fear
2557,fear
2558,fear
2559,fear
2560,fear
2561,fear
2562,fear
2563,fear
2564,fear
2565,fear
2566,fear
2567,fear
2568,fear
2569,fear
2570,fear
2571,fear
2572,fear
2573,fear
2574,fear
2575,fear
2576,fear
2577,fear
2578,neutral
2579,neutral
2580,fear
2581,fear
2582,fear
2583,fear
2584,fear
2585,happy
2586,neutral
2587,neutral
2588,neutral
2589,neutral
2590,fear
2591,fear
2592,fear
2593,neutral
2594,neutral
2595,fear
2596,fear
2597,neutral
2598,neutral
2599,neutral
2600,neutral
2601,neutral
2602,neutral
2603,neutral
2604,neutral
2605,neutral
2606,neutral
2607,neutral
2608,neutral
2609,neutral
2610,fear
2611,fear
2612,fear
2613,fear
2614,fear
2615,fear
2616,fear
2617,fear
2618,fear
2619,fear
2620,fear
2621,fear
2622,fear
2623,fear
2624,fear
2625,fear
2626,fear
2627,fear
2628,fear
2629,fear
2630,fear
2631,fear
2632,fear
2633,fear
2634,fear
2635,fear
2636,fear
2637,fear
2638,fear
2639,fear
2640,fear
2641,fear
2642,fear
2643,fear
2644,fear
2645,fear
2646,fear
2647,fear
2648,fear
2649,fear
2650,fear
2651,fear
2652,fear
2653,fear
2654,fear
2655,fear
2656,fear
2657,fear
2658,fear
2659,fear
2660,fear
2661,fear
2662,fear
2663,fear
2664,fear
2665,fear
2666,fear
2667,fear
2668,fear
2669,fear
2670,fear
2671,fear
2672,fear
2673,fear
2674,fear
2675,fear
2676,fear
2677,fear
2678,neutral
2679,neutral
2680,fear
2681,neutral
2682,neutral
2683,neutral
2684,neutral
2685,neutral
2686,neutral
2687,neutral
2688,neutral
2689,neutral
2690,neutral
2691,neutral
2692,neutral
2693,neutral
2694,neutral
2695,neutral
2696,neutral
2697,neutral
2698,neutral
2699,neutral
2700,neutral
2701,neutral
2702,neutral
2703,neutral
2704,neutral
2705,neutral
2706,neutral
2707,neutral
2708,neutral
2709,neutral
2710,neutral
2711,neutral
2712,fear
2713,fear
2714,fear
2715,fear
2716,fear
2717,fear
2718,neutral
2719,neutral
2720,fear
2721,fear
2722,fear
2723,neutral
2724,neutral
2725,happy
2726,happy
2727,fear
2728,fear
2729,fear
2730,fear
2731,fear
2732,fear
2733,fear
2734,fear
2735,fear
2736,fear
2737,fear
2738,fear
2739,fear
2740,fear
2741,fear
2742,fear
2743,fear
2744,fear
2745,fear
2746,fear
2747,fear
2748,fear
2749,fear
2750,fear
2751,fear
2752,fear
2753,fear
2754,fear
2755,fear
2756,fear
2757,fear
2758,fear
2759,fear
2760,fear
2761,fear
2762,fear
2763,fear
2764,fear
2765,fear
2766,fear
2767,fear
2768,fear
2769,fear
2770,fear
2771,fear
2772,fear
2773,neutral
2774,neutral
2775,neutral
2776,neutral
2777,fear
2778,fear
2779,neutral
2780,neutral
2781,neutral
2782,neutral
2783,fear
2784,fear
2785,fear
2786,fear
2787,fear
2788,fear
2789,fear
2790,neutral
2791,fear
2792,neutral
2793,neutral
2794,neutral
2795,neutral
2796,neutral
2797,neutral
2798,neutral
2799,neutral
2800,neutral
2801,neutral
2802,neutral
2803,neutral
2804,neutral
2805,fear
2806,fear
2807,fear
2808,fear
2809,fear
2810,fear
2811,neutral
2812,neutral
2813,neutral
2814,neutral
2815,neutral
2816,neutral
2817,neutral
2818,neutral
2819,happy
2820,neutral
2821,neutral
2822,neutral
2823,neutral
2824,neutral
2825,fear
2826,fear
2827,fear
2828,fear
2829,fear
2830,fear
2831,neutral
2832,neutral
2833,fear
2834,fear
2835,fear
2836,neutral
2837,neutral
2838,neutral
2839,neutral
2840,neutral
2841,fear
2842,fear
2843,fear
2844,fear
2845,fear
2846,fear
2847,fear
2848,fear
2849,fear
2850,fear
2851,fear
2852,fear
2853,fear
2854,fear
2855,fear
2856,fear
2857,fear
2858,fear
2859,fear
2860,neutral
2861,neutral
2862,neutral
2863,neutral
2864,fear
2865,fear
2866,surprise
2867,fear
2868,fear
2869,fear
2870,fear
2871,fear
2872,neutral
2873,neutral
2874,neutral
2875,happy
2876,fear
2877,fear
2878,fear
2879,neutral
2880,fear
2881,fear
2882,fear
2883,fear
2884,neutral
2885,neutral
2886,neutral
2887,neutral
2888,neutral
2889,neutral
2890,neutral
2891,neutral
2892,neutral
2893,fear
2894,fear
2895,fear
2896,fear
2897,fear
2898,fear
2899,fear
2900,fear
2901,neutral
2902,neutral
2903,fear
2904,neutral
2905,neutral
2906,neutral
2907,neutral
2908,neutral
2909,neutral
2910,neutral
2911,neutral
2912,neutral
2913,neutral
2914,neutral
2915,neutral
2916,neutral
2917,neutral
2918,neutral
2919,neutral
2920,fear
2921,fear
2922,fear
2923,fear
2924,fear
2925,fear
2926,fear
2927,fear
2928,fear
2929,fear
2930,fear
2931,fear
2932,neutral
2933,neutral
2934,neutral
2935,neutral
2936,neutral
2937,neutral
2938,neutral
2939,neutral
2940,fear
2941,fear
2942,fear
2943,fear
2944,fear
2945,fear
2946,fear
2947,fear
2948,fear
2949,fear
2950,fear
2951,fear
2952,fear
2953,fear
2954,fear
2955,fear
2956,fear
2957,fear
2958,fear
2959,fear
2960,fear
2961,fear
2962,fear
2963,fear
2964,fear
2965,fear
2966,fear
2967,fear
2968,fear
2969,fear
2970,fear
2971,fear
2972,fear
2973,fear
2974,fear
2975,fear
2976,fear
2977,fear
2978,fear
2979,fear
2980,fear
2981,fear
2982,fear
2983,fear
2984,fear
2985,fear
2986,fear
2987,fear
2988,fear
2989,fear
2990,fear
2991,fear
2992,fear
2993,fear
2994,fear
2995,fear
2996,fear
2997,fear
2998,fear
2999,fear
3000,fear
3001,fear
3002,fear
3003,fear
3004,fear
3005,fear
3006,fear
3007,fear
3008,fear
3009,fear
3010,fear
3011,fear
3012,fear
3013,fear
3014,fear
3015,fear
3016,fear
3017,fear
3018,fear
3019,fear
3020,fear
3021,fear
3022,fear
